Channel,Region,Fresh,Milk,Grocery,Frozen,Detergents_Paper,Delicassen
2.0189733411510122,3.0300035608379265,2615.884958009038,6886.652913479107,7664.048816793669,2184.1492253873935,4347.136298906925,1477.3341684534967
0.9681906555168062,2.986806480754184,30349.400465678147,11822.761151992723,16229.011949996226,13508.240177211897,176.24768944875902,2338.6827619527294
0.9911053042858673,3.0459848326262335,3054.7016348277884,2577.789746229829,2882.0354616244717,1869.5373532859371,1633.9348220972838,733.2061688537647
1.01597952816838,0.9845755024825144,3842.8285099742343,1511.6375167075028,829.2926279986787,5573.093164141076,127.29478332525126,296.7450759522487
2.0145636659446766,2.905769719829016,1539.9837087398166,5920.652829986226,10668.259242652806,363.2165406644543,6475.208263971219,1701.1236032769227
1.0187618801319387,3.0340351444394065,18893.36385119794,1690.96340291258,20680.506369074803,5277.56081866924,4077.887392236365,14541.73554005214
2.0022237249384847,3.017833210972316,8899.34312595673,8188.467277964895,11539.60445972959,2747.320586597893,6965.60755656233,585.1066581494147
1.9987091681928377,3.0117163630157733,17758.876005835747,4518.522231238653,4002.6969768328313,1015.7084253962953,2343.9587733536146,2047.1595728960497
2.0058907333759066,2.996236042674448,2532.8761748626434,6646.238849916698,6864.51482803548,2511.262483397244,4498.3324982043805,1259.7958644331268
1.0094698757227174,3.038952351941663,4482.045022975851,3255.867925254742,1157.9467925482747,2785.9806137486735,291.003494075827,225.50530947887032
2.0170575045198187,1.0100083753538438,1793.585740445013,5998.372858943178,11291.14973129848,592.4734907741204,6132.272233741641,657.8026529819889
0.9796927429965799,1.8908343528620832,10237.002774864397,1733.6762658114303,5072.677314001342,3427.1595425215028,160.58993027842496,1025.0287809097665
0.9959104976714516,3.0163209957109522,43724.11285802703,5251.537272413687,8709.230419188996,6378.126871008543,1375.8449822910866,14462.325354595452
1.002841934043871,2.974830349609668,3963.7459094262554,4405.418716516824,1346.5446070295566,1213.6626709980226,460.4603837028647,4786.336604101915
0.9709190540947447,3.010220027194473,9622.8566165502,2458.030904322824,2513.9461231976375,5887.789106243145,292.66269092473544,309.5978067475834
1.0018689209265044,3.03615592488747,877.2670089937359,5822.522010135214,1934.7305367193878,0.0,0.0,814.4863112038242
1.0034320844642755,3.0146712470424872,1295.9780556428288,3163.6152674732575,1157.9502186629425,0.0,435.3825588858735,1780.5169952704598
0.9831127630171952,3.0224118174752816,6682.2921793799405,2219.590187738668,954.8997695999624,6531.708576217912,381.53973871235615,1134.7428136640208
1.0314618019896713,3.0201546321622224,33182.26056473408,1702.0219125812125,993.3423201685955,998.6581303906542,250.00990719061326,1518.705555524406
0.9846566812035575,1.982431541634873,6950.206437894086,925.2816095543187,3180.9505681015394,202.85047676792695,171.04318009146684,829.1758177907407
0.9626272190822748,1.0081759128282448,8826.761705230538,1892.1049333750445,1869.6728256449064,5243.467932050868,3460.0031070846894,1039.1113366304019
2.0318209765338002,2.997724260742844,1478.7969730553264,6708.554613443058,26064.17952131197,1674.3757227477297,15662.860011065923,56.52081002919241
0.9619505146480585,3.0593298986063058,4643.615328376995,5577.385258005352,6623.02351881836,17654.351847042242,1392.423066943421,2503.8602835043603
2.0107552371045005,2.0186847116295437,4506.727702969034,10860.821623243384,11578.71432933776,631.8115532221607,5975.389925369938,579.629255969825
0.9962093032446491,2.976058536922919,12790.143396014144,360.84886185546134,1751.973462412637,2510.8888789209177,344.8264005701573,1038.8239070690447
1.016215352773502,3.0539318457812548,13881.923567381093,710.6757635211351,1346.2834007035108,906.8234529384473,47.8238969873588,256.85083297047834
1.007923119119018,3.029744030556295,28080.56112722318,3067.6905846361688,7416.052717233275,4492.218888982396,364.5271069674825,2415.9854787323234
1.997828343521589,3.0669481355153962,797.1975455876673,2999.671213116495,13212.427361966773,889.6086516115887,4363.411670827863,1995.192689728606
0.959036740640022,2.0437709009716514,9717.527203306701,1004.3532194926806,2379.6281518422757,4078.287462620873,305.8227736032858,318.79103165787313
0.9733039155530949,2.9948972312333475,5587.117693292625,1067.8279286099662,1389.3188081087274,3366.124203286666,390.2008844551041,487.99238279972286
1.0149609856657187,1.036666344011025,6744.385329344062,1892.7695739020035,4873.204750109258,7885.676547202634,405.6932737136639,1730.7692612248857
0.9985793321783142,0.9544122343331694,1412.4925766839442,6892.593641228097,2319.157785594358,1402.4025586940252,1150.4057061958836,234.01193894264696
0.9961655309542766,3.0314792260499774,2133.3566054361386,1049.7443548662486,1359.1656668287092,1715.2951759137898,357.5327066470583,320.9810270623028
1.9659435414156752,2.977757928235927,10825.922810916252,5940.270598404499,10788.868815694552,529.5077982497027,5301.055715287955,1300.601649878397
0.9655390963083562,2.975101460549207,15006.765676013281,2675.036579122673,2661.810150008193,788.9269504433627,721.5543559156927,389.4051004275663
0.9998335900504364,2.981339954263715,6500.954197917026,1180.9304739665806,1637.276275600174,2656.1952041580394,0.0,690.250555934851
1.031434971470096,3.034024216202905,1595.5609993935918,7983.264297409676,9716.56682225689,6201.567798574777,3678.0597371016115,0.0
0.9974414280688182,0.9678414998199965,4693.641525316813,565.693258384242,334.0432729335249,5324.124275455681,55.07293405719659,48.02980773098398
1.972692154067903,3.0136274002826053,597.083882153493,11279.476302774006,10699.092389739179,263.4565423563223,4154.598928801925,1629.6954448641816
0.9894905467964202,3.0291497720227296,794.2020710392366,1047.770575311579,5763.178639020054,2443.8616992591774,277.65585803695643,1412.8267263481534
0.9932125817356565,3.000561971909561,5333.145727630045,1284.9583808914047,2032.4921819116666,3484.8695939404174,297.0473585181661,2257.749848172922
0.9998260804158687,3.029233004672763,5010.838510247922,1433.8666568456938,5260.6855576316075,101.35661063845276,1283.63586795048,350.9388615017972
1.0217031232576756,2.998559242592416,27553.559721822738,1191.9102831282605,1872.3126989034195,2460.105462798773,283.95739835060533,1349.1100568751822
0.9857157744318769,1.0353422897044615,11376.876153119569,3508.0626655830047,5880.683708238621,317.106900946471,1759.2005929740942,2637.5456740443515
1.988602214671388,1.9662603177754758,9495.84271537433,25665.043807082264,17304.520667671968,917.734395299525,12288.701106849583,1693.924775295896
0.9638476330950715,3.0209430685166234,5368.033572741786,3091.7525750407826,537.2065468842923,5886.419036906268,83.37551256324792,1050.3502539003475
